,date,x1,x2,high,low,close,width
273,2020-04-13,140458.466796875,140760.2568359375,23698.9296875,23095.349609375,23390.76953125,301.7900390625
274,2020-04-14,140760.2568359375,140938.8271484375,24040.580078125,23683.439453125,23949.759765625,178.5703125
275,2020-04-15,140938.8271484375,141147.02734375,23649.720703125,23233.3203125,23504.349609375,208.2001953125
276,2020-04-16,141147.02734375,141340.376953125,23598.080078125,23211.380859375,23537.6796875,193.349609375
277,2020-04-17,141340.376953125,141563.9072265625,24264.2109375,23817.150390625,24242.490234375,223.5302734375
278,2020-04-20,141563.9072265625,141804.6572265625,24108.689453125,23627.189453125,23650.439453125,240.75
279,2020-04-21,141804.6572265625,142016.341796875,23365.25,22941.880859375,23018.880859375,211.6845703125
280,2020-04-22,142016.341796875,142153.091796875,23613.099609375,23339.599609375,23475.8203125,136.75
281,2020-04-23,142153.091796875,142354.0966796875,23885.359375,23483.349609375,23515.259765625,201.0048828125
282,2020-04-24,142354.0966796875,142558.2568359375,23826.0,23417.6796875,23775.26953125,204.16015625
283,2020-04-27,142558.2568359375,142741.77734375,24207.650390625,23840.609375,24133.779296875,183.5205078125
284,2020-04-28,142741.77734375,142982.2978515625,24512.240234375,24031.19921875,24101.55078125,240.5205078125
285,2020-04-29,142982.2978515625,143137.6875,24764.76953125,24453.990234375,24633.859375,155.3896484375
286,2020-04-30,143137.6875,143337.0224609375,24585.5703125,24186.900390625,24345.720703125,199.3349609375
287,2020-05-01,143337.0224609375,143574.76171875,24120.779296875,23645.30078125,23723.689453125,237.7392578125
288,2020-05-04,143574.76171875,143778.9619140625,23769.560546875,23361.16015625,23749.759765625,204.2001953125
289,2020-05-05,143778.9619140625,143929.3671875,24169.720703125,23868.91015625,23883.08984375,150.4052734375
290,2020-05-06,143929.3671875,144126.091796875,24054.58984375,23661.140625,23664.640625,196.724609375
291,2020-05-07,144126.091796875,144256.2060546875,24094.619140625,23834.390625,23875.890625,130.1142578125
292,2020-05-08,144256.2060546875,144377.630859375,24349.900390625,24107.05078125,24331.3203125,121.4248046875
293,2020-05-11,144377.630859375,144525.6259765625,24366.2109375,24070.220703125,24221.990234375,147.9951171875
294,2020-05-12,144525.6259765625,144835.880859375,24382.08984375,23761.580078125,23764.779296875,310.2548828125
295,2020-05-13,144835.880859375,145156.5107421875,23708.900390625,23067.640625,23247.970703125,320.6298828125
296,2020-05-14,145156.5107421875,145577.130859375,23630.859375,22789.619140625,23625.33984375,420.6201171875
297,2020-05-15,145577.130859375,145765.095703125,23730.080078125,23354.150390625,23685.419921875,187.96484375
298,2020-05-18,145765.095703125,146089.375,24708.5390625,24059.98046875,24597.369140625,324.279296875
299,2020-05-19,146089.375,146287.64453125,24599.5,24202.9609375,24206.859375,198.26953125
300,2020-05-20,146287.64453125,146384.4150390625,24649.48046875,24455.939453125,24575.900390625,96.7705078125
301,2020-05-21,146384.4150390625,146558.205078125,24718.4609375,24370.880859375,24474.119140625,173.7900390625
302,2020-05-22,146558.205078125,146651.990234375,24481.640625,24294.0703125,24465.16015625,93.78515625
303,2020-05-26,146651.990234375,146849.2802734375,25176.419921875,24781.83984375,24995.109375,197.2900390625
304,2020-05-27,146849.2802734375,147120.1259765625,25551.560546875,25009.869140625,25548.26953125,270.845703125
305,2020-05-28,147120.1259765625,147320.1552734375,25758.7890625,25358.73046875,25400.640625,200.029296875
306,2020-05-29,147320.1552734375,147545.720703125,25482.80078125,25031.669921875,25383.109375,225.5654296875
307,2020-06-01,147545.720703125,147689.8056640625,25508.830078125,25220.66015625,25475.01953125,144.0849609375
308,2020-06-02,147689.8056640625,147799.5009765625,25743.130859375,25523.740234375,25742.650390625,109.6953125
309,2020-06-03,147799.5009765625,148014.935546875,26337.75,25906.880859375,26269.890625,215.4345703125
310,2020-06-04,148014.935546875,148165.830078125,26384.099609375,26082.310546875,26281.8203125,150.89453125
311,2020-06-05,148165.830078125,148416.580078125,27338.30078125,26836.80078125,27110.98046875,250.75
312,2020-06-08,148416.580078125,148590.4453125,27580.2109375,27232.48046875,27572.439453125,173.865234375
313,2020-06-09,148590.4453125,148738.599609375,27447.369140625,27151.060546875,27272.30078125,148.154296875
