,Date,High,Low,Close
6227,05/11/1949,191.58,190.97,191.37
6228,07/11/1949,192.05,190.41,190.89
6229,09/11/1949,192.43,190.06,190.6
6230,10/11/1949,191.07,189.65,190.42
6231,12/11/1949,190.88,190.09,190.46
6232,14/11/1949,191.08,188.71,189.27
6233,15/11/1949,189.25,186.98,187.98
6234,16/11/1949,190.13,187.83,189.37
6235,17/11/1949,191.82,189.27,191.34
6236,18/11/1949,193.97,191.77,193.41
6237,19/11/1949,194.01,193.33,193.62
6238,21/11/1949,193.84,191.72,192.35
6239,22/11/1949,193.65,191.69,193.23
6240,23/11/1949,194.35,192.48,193.52
6241,25/11/1949,194.34,192.27,192.78
6242,26/11/1949,193.52,192.63,193.23
6243,28/11/1949,193.43,191.72,192.24
6244,29/11/1949,192.54,190.54,191.62
6245,30/11/1949,192.35,190.68,191.55
6246,01/12/1949,193.11,191.12,192.71
6247,02/12/1949,194.16,191.94,193.63
6248,03/12/1949,194.75,193.63,194.43
6249,05/12/1949,195.54,193.69,194.74
6250,06/12/1949,195.25,193.91,194.64
6251,07/12/1949,194.59,192.59,194.21
6252,08/12/1949,195.32,193.61,194.45
6253,09/12/1949,194.99,193.54,194.35
6254,10/12/1949,194.89,194.13,194.68
6255,12/12/1949,196.57,194.39,196.17
6256,13/12/1949,197.22,195.22,196.81
6257,14/12/1949,198.1,196.12,197.51
6258,15/12/1949,198.59,196.34,198.05
6259,16/12/1949,199.13,196.9,197.88
6260,17/12/1949,198.27,197.19,197.98
6261,19/12/1949,199.15,197.46,198.17
6262,20/12/1949,198.28,196.55,197.22
6263,21/12/1949,197.64,195.79,196.45
6264,22/12/1949,198.91,196.49,198.52
6265,23/12/1949,199.73,197.88,198.88
6266,27/12/1949,199.58,197.73,198.28
6267,28/12/1949,200.19,198.1,199.59
6268,29/12/1949,200.26,198.75,199.39
6269,30/12/1949,200.91,198.97,200.52
6270,31/12/1949,200.6,199.94,200.13
6271,03/01/1950,200.2,197.73,198.89
6272,04/01/1950,200.55,198.26,200.2
6273,05/01/1950,201.76,199.69,200.57
6274,06/01/1950,201.62,199.84,200.96
6275,07/01/1950,202.12,200.92,201.94
6276,09/01/1950,202.92,200.86,201.98
6277,10/01/1950,202.04,200.13,201.17
6278,11/01/1950,202.42,200.52,201.61
6279,12/01/1950,202.08,197.53,197.93
6280,13/01/1950,197.93,193.94,196.81
6281,14/01/1950,197.79,196.52,196.92
6282,16/01/1950,197.75,195.57,197.17
6283,17/01/1950,200.08,197.14,198.78
6284,18/01/1950,200.74,198.35,199.5
6285,19/01/1950,200.49,198.49,199.8
6286,20/01/1950,200.86,199.14,200.13
6287,21/01/1950,201.13,200.01,200.97
6288,23/01/1950,201.39,199.43,200.42
6289,24/01/1950,200.42,198.78,199.62
6290,25/01/1950,199.32,196.64,198.39
6291,26/01/1950,199.22,197.54,198.53
6292,27/01/1950,199.58,197.69,199.08
6293,28/01/1950,200.31,199.39,200.08
6294,30/01/1950,201.93,199.66,201.39
6295,31/01/1950,202.51,200.82,201.79
6296,01/02/1950,202.96,201.36,201.89
6297,02/02/1950,204.55,201.35,204.11
6298,03/02/1950,205.39,203.55,204.53
6299,04/02/1950,205.13,204.34,205.03
6300,06/02/1950,205.39,203.58,204.59
6301,07/02/1950,204.4,202.59,203.53
6302,08/02/1950,203.43,201.6,202.71
6303,09/02/1950,204.67,202.24,203.8
6304,10/02/1950,204.87,202.69,203.49
6305,11/02/1950,203.69,203.06,203.36
6306,14/02/1950,203.32,200.75,202.02
6307,15/02/1950,202.6,200.63,201.93
6308,16/02/1950,202.49,200.59,201.69
6309,17/02/1950,203.49,201.13,203.17
6310,18/02/1950,204.16,203.36,203.97
6311,20/02/1950,204.26,202.53,203.47
6312,21/02/1950,203.93,202.55,203.35
6313,23/02/1950,203.95,202.31,203.32
6314,24/02/1950,204.87,203.22,204.15
6315,25/02/1950,204.49,203.9,204.15
6316,26/02/1950,204.85,203.46,204.33
6317,27/02/1950,204.53,202.82,203.44
6318,01/03/1950,204.02,202.15,203.62
6319,02/03/1950,204.52,202.96,203.54
6320,03/03/1950,204.85,203.09,204.48
6321,04/03/1950,205.22,204.48,204.71
6322,06/03/1950,205.65,204.2,204.88
6323,07/03/1950,204.89,202.33,203.69
6324,08/03/1950,204.42,202.69,203.71
6325,09/03/1950,203.95,201.97,202.33
6326,10/03/1950,202.88,201.14,202.44
6327,11/03/1950,203.28,202.33,202.96
6328,13/03/1950,203.91,202.09,203.09
6329,14/03/1950,205.1,202.71,204.7
6330,15/03/1950,207.8,204.85,207.46
6331,16/03/1950,209.43,206.92,207.89
6332,17/03/1950,208.92,206.81,207.57
6333,18/03/1950,208.2,207.38,208.09
6334,20/03/1950,209.11,207.4,207.78
6335,21/03/1950,209.16,207.38,208.27
6336,22/03/1950,209.72,207.76,209.31
6337,23/03/1950,210.67,208.61,209.62
6338,24/03/1950,210.22,208.01,209.78
6339,25/03/1950,210.77,209.04,210.62
6340,27/03/1950,211.22,208.74,209.1
6341,28/03/1950,210.08,207.74,209.5
6342,29/03/1950,209.58,207.77,208.4
6343,30/03/1950,208.42,205.53,206.43
6344,31/03/1950,207.54,205.28,206.05
6345,01/04/1950,206.54,205.67,206.37
6346,03/04/1950,208.82,205.93,208.44
6347,04/04/1950,210.1,208.15,209.05
6348,05/04/1950,210.76,208.7,210.34
6349,06/04/1950,212.68,210.26,212.1
6350,08/04/1950,212.85,211.69,212.55
6351,10/04/1950,213.6,211.47,212.29
6352,11/04/1950,213.4,210.15,211.47
6353,12/04/1950,214.35,211.18,213.94
6354,13/04/1950,215.4,213.36,214.13
6355,14/04/1950,216.17,214.14,215.31
6356,15/04/1950,215.18,213.79,214.48
6357,17/04/1950,215.27,213.18,214.41
6358,18/04/1950,216.04,213.59,215.05
6359,19/04/1950,216.32,214.22,215.21
6360,20/04/1950,215.65,212.67,213.72
6361,21/04/1950,215.09,212.85,214.14
6362,22/04/1950,214.61,213.52,213.9
6363,24/04/1950,214.17,211.02,212.58
6364,25/04/1950,213.65,211.5,212.55
6365,26/04/1950,213.05,210.51,211.72
6366,27/04/1950,213.21,210.76,212.44
6367,28/04/1950,214.29,212.16,213.56
6368,29/04/1950,214.57,213.43,214.33
6369,01/05/1950,216.35,214.06,215.81
6370,02/05/1950,216.46,214.3,214.87
6371,03/05/1950,217.13,214.3,216.26
6372,04/05/1950,216.71,214.25,214.87
6373,05/05/1950,216.3,214.14,215.72
6374,06/05/1950,217.21,215.79,217.03
6375,08/05/1950,217.76,215.72,216.71
6376,09/05/1950,217.86,216.0,217.4
6377,10/05/1950,219.64,217.41,218.64
6378,11/05/1950,219.32,217.26,218.72
6379,12/05/1950,218.96,216.37,217.61
6380,13/05/1950,217.99,217.35,217.78
6381,15/05/1950,218.9,216.87,218.04
6382,16/05/1950,220.05,217.86,219.7
6383,17/05/1950,221.48,219.39,220.6
6384,18/05/1950,221.52,219.7,220.63
6385,19/05/1950,222.79,220.23,222.11
6386,20/05/1950,222.78,222.03,222.41
6387,22/05/1950,223.14,220.95,221.55
6388,23/05/1950,222.82,220.85,222.47
6389,24/05/1950,224.24,221.83,222.57
6390,25/05/1950,223.1,220.74,222.44
6391,26/05/1950,223.11,221.22,221.93
6392,27/05/1950,222.0,221.41,221.71
6393,29/05/1950,223.11,221.16,222.47
6394,31/05/1950,224.18,222.4,223.42
6395,01/06/1950,224.06,222.4,223.23
6396,02/06/1950,224.34,222.53,223.71
6397,05/06/1950,224.12,221.13,221.76
6398,06/06/1950,224.32,218.66,223.46
6399,07/06/1950,225.17,221.82,223.68
6400,08/06/1950,226.21,223.57,225.52
6401,09/06/1950,227.82,225.16,226.86
6402,12/06/1950,229.2,226.4,228.38
6403,13/06/1950,228.09,225.58,226.44
6404,14/06/1950,226.02,222.76,223.32
6405,15/06/1950,224.97,221.79,222.46
6406,16/06/1950,223.67,221.89,222.71
6407,19/06/1950,223.94,221.49,222.09
6408,20/06/1950,222.19,218.99,220.72
6409,21/06/1950,223.07,220.81,222.53
6410,22/06/1950,225.0,222.47,224.51
6411,23/06/1950,225.55,223.57,224.35
6412,26/06/1950,220.75,213.03,213.91
6413,27/06/1950,217.13,206.33,212.22
6414,28/06/1950,216.99,212.39,214.68
6415,29/06/1950,214.74,206.33,206.72
6416,30/06/1950,211.96,206.03,209.11
6417,03/07/1950,209.48,205.92,208.35
6418,05/07/1950,210.92,207.27,210.03
6419,06/07/1950,212.19,209.46,210.85
6420,07/07/1950,211.75,207.78,208.59
6421,10/07/1950,209.42,206.31,208.09
6422,11/07/1950,209.39,203.83,204.6
6423,12/07/1950,203.83,197.44,199.09
6424,13/07/1950,199.69,195.4,197.46
6425,14/07/1950,201.48,197.89,199.83
6426,17/07/1950,199.47,196.44,197.63
6427,18/07/1950,202.42,198.0,201.88
6428,19/07/1950,205.61,202.08,205.13
6429,20/07/1950,208.62,204.41,207.73
6430,21/07/1950,208.89,205.51,207.65
6431,24/07/1950,208.66,205.64,206.95
6432,25/07/1950,206.57,202.99,203.83
6433,26/07/1950,205.68,201.91,204.39
6434,27/07/1950,207.77,204.39,206.37
6435,28/07/1950,209.56,206.76,208.21
6436,31/07/1950,209.85,207.19,209.4
6437,01/08/1950,212.98,209.56,211.87
6438,02/08/1950,213.71,209.78,211.26
6439,03/08/1950,212.28,209.55,211.26
6440,04/08/1950,213.14,210.41,212.66
6441,07/08/1950,216.21,212.48,215.82
6442,08/08/1950,217.53,214.76,215.44
6443,09/08/1950,217.45,214.16,216.97
6444,10/08/1950,217.48,215.56,216.64
6445,11/08/1950,216.89,214.41,215.03
6446,14/08/1950,216.1,213.98,215.31
6447,15/08/1950,216.24,214.11,215.31
6448,16/08/1950,216.58,214.65,215.78
6449,17/08/1950,218.94,215.82,217.76
6450,18/08/1950,219.88,217.26,219.23
6451,21/08/1950,222.12,218.87,220.21
6452,22/08/1950,220.81,218.91,219.79
6453,23/08/1950,221.93,219.48,221.51
6454,24/08/1950,222.17,220.34,221.13
6455,25/08/1950,219.45,217.1,218.1
6456,28/08/1950,219.29,216.81,218.55
6457,29/08/1950,220.2,217.86,218.29
6458,30/08/1950,218.83,216.43,217.05
6459,31/08/1950,217.79,216.21,216.87
6460,01/09/1950,219.0,217.12,218.42
6461,05/09/1950,220.71,217.88,220.02
6462,06/09/1950,219.52,217.38,218.2
6463,07/09/1950,219.2,217.15,218.33
6464,08/09/1950,220.94,218.52,220.03
6465,11/09/1950,220.77,217.44,218.1
6466,12/09/1950,221.19,218.17,220.81
6467,13/09/1950,224.22,221.18,223.42
6468,14/09/1950,225.19,222.71,224.48
6469,15/09/1950,226.32,223.13,225.85
6470,18/09/1950,227.89,225.45,226.78
6471,19/09/1950,226.85,224.4,225.78
6472,20/09/1950,226.49,223.0,224.33
6473,21/09/1950,226.49,223.58,226.01
6474,22/09/1950,228.17,225.61,226.64
6475,25/09/1950,227.51,224.77,226.06
6476,26/09/1950,226.49,222.26,222.84
6477,27/09/1950,226.06,222.0,225.74
6478,28/09/1950,227.69,225.09,225.93
6479,29/09/1950,227.4,225.32,226.36
6480,02/10/1950,229.57,226.46,228.94
6481,03/10/1950,230.86,228.01,228.89
6482,04/10/1950,232.31,228.21,231.15
6483,05/10/1950,232.17,229.16,229.85
6484,06/10/1950,232.5,229.57,231.74
6485,07/10/1950,232.26,231.29,231.81
6486,09/10/1950,232.47,228.49,230.02
6487,10/10/1950,230.33,226.79,227.6
6488,11/10/1950,229.92,226.59,228.97
6489,13/10/1950,229.97,227.53,228.54
6490,14/10/1950,228.21,227.0,227.63
6491,16/10/1950,228.38,225.39,227.5
6492,17/10/1950,229.74,227.42,229.22
6493,18/10/1950,231.54,229.26,230.6
6494,19/10/1950,232.01,229.62,230.83
6495,20/10/1950,231.41,229.07,230.33
6496,21/10/1950,231.15,230.0,230.88
6497,23/10/1950,232.02,229.95,230.62
6498,24/10/1950,231.87,229.55,231.39
6499,25/10/1950,232.75,230.4,231.49
6500,26/10/1950,230.85,225.44,226.65
6501,27/10/1950,228.92,225.77,228.28
6502,28/10/1950,228.87,227.95,228.56
6503,30/10/1950,230.05,225.87,226.42
6504,31/10/1950,227.32,223.59,225.01
6505,01/11/1950,226.75,223.07,225.69
6506,02/11/1950,228.74,225.64,227.25
6507,03/11/1950,229.44,226.21,228.1
6508,04/11/1950,228.03,226.95,227.42
6509,06/11/1950,224.91,220.59,222.52
6510,08/11/1950,226.55,222.86,224.25
6511,09/11/1950,228.01,224.23,227.17
6512,10/11/1950,229.9,226.74,229.29
6513,13/11/1950,230.83,227.98,229.44
6514,14/11/1950,230.17,227.58,229.54
6515,15/11/1950,230.45,227.98,229.52
6516,16/11/1950,229.75,226.7,228.94
6517,17/11/1950,231.01,228.29,230.27
6518,18/11/1950,231.92,230.47,231.64
6519,20/11/1950,233.55,230.48,231.53
6520,21/11/1950,232.64,229.99,231.16
6521,22/11/1950,234.26,230.37,233.81
6522,24/11/1950,236.63,233.81,235.47
6523,25/11/1950,235.84,234.74,235.06
6524,27/11/1950,236.09,232.75,234.96
6525,28/11/1950,231.34,227.4,228.61
6526,29/11/1950,227.78,223.82,226.42
6527,30/11/1950,229.7,225.97,227.6
6528,01/12/1950,230.42,227.05,228.89
6529,02/12/1950,229.09,227.2,227.55
6530,04/12/1950,225.23,221.31,222.33
6531,05/12/1950,225.97,222.01,225.44
6532,06/12/1950,228.1,224.78,226.16
6533,07/12/1950,227.35,224.41,225.94
6534,08/12/1950,227.33,224.23,226.74
6535,09/12/1950,227.73,226.47,227.3
6536,11/12/1950,230.78,227.05,229.19
6537,12/12/1950,231.13,228.13,229.27
6538,13/12/1950,230.35,227.42,228.82
6539,14/12/1950,229.47,224.98,225.89
6540,15/12/1950,226.57,223.19,224.7
6541,16/12/1950,228.89,225.79,228.34
6542,18/12/1950,233.27,228.58,231.01
6543,19/12/1950,233.05,229.77,231.54
6544,20/12/1950,232.27,229.1,231.2
6545,21/12/1950,232.02,229.06,230.43
6546,22/12/1950,232.94,229.65,231.54
6547,26/12/1950,232.41,228.44,229.65
6548,27/12/1950,234.64,230.3,234.21
6549,28/12/1950,236.25,233.02,235.34
6550,29/12/1950,236.52,233.63,235.42
6551,30/12/1950,236.24,234.69,235.41
6552,02/01/1951,240.46,234.93,239.92
6553,03/01/1951,241.29,237.43,238.99
6554,04/01/1951,241.71,237.64,240.86
6555,05/01/1951,242.6,240.15,240.96
6556,06/01/1951,241.24,239.9,240.68
6557,08/01/1951,243.05,239.62,242.29
6558,09/01/1951,245.1,242.02,243.5
6559,10/01/1951,244.61,239.12,240.4
6560,11/01/1951,245.2,240.35,244.72
6561,12/01/1951,245.87,242.77,243.81
6562,13/01/1951,244.11,242.52,243.61
6563,15/01/1951,245.75,241.47,245.02
6564,16/01/1951,247.64,244.76,246.65
6565,17/01/1951,248.95,243.76,248.01
6566,18/01/1951,249.07,245.6,247.39
6567,19/01/1951,248.62,245.45,246.76
6568,20/01/1951,247.48,246.0,246.91
6569,22/01/1951,247.48,242.7,244.33
6570,23/01/1951,245.87,242.4,245.3
6571,24/01/1951,246.28,243.45,244.36
6572,25/01/1951,244.08,240.11,242.22
6573,26/01/1951,245.42,241.86,244.51
6574,27/01/1951,247.96,245.24,247.36
6575,29/01/1951,249.48,246.5,248.64
6576,30/01/1951,250.46,247.49,249.58
6577,31/01/1951,250.56,247.43,248.83
6578,01/02/1951,251.17,247.04,250.76
6579,02/02/1951,253.71,250.66,252.78
6580,03/02/1951,254.42,252.7,253.92
6581,05/02/1951,256.06,252.91,255.17
6582,06/02/1951,255.3,252.25,254.62
6583,07/02/1951,254.47,251.69,252.7
6584,08/02/1951,254.27,250.92,253.34
6585,09/02/1951,255.58,253.08,254.24
6586,10/02/1951,255.25,254.07,254.8
6587,13/02/1951,257.06,254.34,255.71
6588,14/02/1951,256.34,253.34,255.1
6589,15/02/1951,255.3,253.13,253.61
6590,16/02/1951,255.58,253.1,254.9
6591,17/02/1951,255.17,253.97,254.7
6592,19/02/1951,255.08,251.29,251.67
6593,20/02/1951,252.15,248.78,251.12
6594,21/02/1951,253.53,250.77,252.28
6595,23/02/1951,253.59,251.21,252.18
6596,24/02/1951,253.19,251.97,252.93
6597,26/02/1951,254.47,251.57,253.18
6598,27/02/1951,253.73,250.81,251.34
6599,28/02/1951,253.14,249.7,252.05
6600,01/03/1951,253.73,250.96,252.8
6601,02/03/1951,254.42,252.22,253.61
6602,03/03/1951,253.86,253.21,253.43
6603,05/03/1951,253.43,250.23,251.82
6604,06/03/1951,252.37,250.43,251.55
6605,07/03/1951,253.41,250.71,252.45
6606,08/03/1951,253.68,251.55,252.81
6607,09/03/1951,254.27,251.98,252.75
6608,10/03/1951,252.6,251.74,252.02
6609,12/03/1951,252.0,248.7,249.89
6610,13/03/1951,249.35,244.61,245.88
6611,14/03/1951,246.56,243.13,243.95
6612,15/03/1951,245.8,242.06,244.85
6613,16/03/1951,249.33,245.88,248.62
6614,17/03/1951,249.79,248.59,249.03
6615,19/03/1951,249.45,246.45,248.08
6616,20/03/1951,248.64,246.53,247.87
6617,21/03/1951,250.39,247.45,249.37
6618,22/03/1951,251.57,249.04,250.52
6619,24/03/1951,250.74,248.09,248.14
6620,26/03/1951,249.79,247.04,249.13
6621,27/03/1951,250.81,248.18,248.74
6622,28/03/1951,249.15,245.34,246.19
6623,29/03/1951,248.28,245.95,246.9
6624,30/03/1951,249.25,246.95,248.53
6625,31/03/1951,248.82,247.75,247.94
6626,02/04/1951,247.82,245.02,246.63
6627,03/04/1951,247.69,245.46,246.02
6628,04/04/1951,247.8,244.98,247.31
6629,05/04/1951,250.91,247.75,250.32
6630,06/04/1951,252.22,250.06,250.83
6631,07/04/1951,251.0,249.89,250.28
6632,09/04/1951,251.46,249.62,250.57
6633,10/04/1951,251.88,249.52,250.42
6634,11/04/1951,250.57,247.7,249.76
6635,12/04/1951,252.1,249.37,251.66
6636,13/04/1951,255.31,251.76,254.75
6637,14/04/1951,256.47,255.04,256.18
6638,16/04/1951,257.03,254.05,254.85
6639,17/04/1951,256.06,253.88,255.34
6640,18/04/1951,257.3,254.53,256.01
6641,19/04/1951,256.53,253.99,254.92
6642,20/04/1951,255.51,253.44,254.82
6643,21/04/1951,255.26,254.58,255.02
6644,23/04/1951,255.92,253.94,255.12
6645,24/04/1951,255.67,253.48,254.19
6646,25/04/1951,255.38,252.53,254.75
6647,26/04/1951,257.98,254.92,257.13
6648,27/04/1951,259.95,257.33,258.96
6649,28/04/1951,259.59,258.38,259.08
6650,30/04/1951,260.83,257.99,259.13
6651,01/05/1951,261.8,258.23,260.71
6652,02/05/1951,262.41,259.7,261.27
6653,03/05/1951,263.69,260.31,263.13
6654,04/05/1951,264.44,261.74,262.77
6655,05/05/1951,262.55,261.51,261.76
6656,07/05/1951,262.48,259.6,261.23
6657,08/05/1951,262.05,259.31,261.1
6658,09/05/1951,262.82,260.24,261.49
6659,10/05/1951,261.83,259.14,260.07
6660,11/05/1951,260.93,257.91,258.56
6661,12/05/1951,257.81,256.77,257.26
6662,14/05/1951,258.1,255.45,256.08
6663,15/05/1951,256.24,251.02,252.08
6664,16/05/1951,254.19,250.81,252.14
6665,17/05/1951,255.49,252.4,254.57
6666,18/05/1951,255.03,250.01,250.1
6667,19/05/1951,250.93,249.74,250.63
6668,21/05/1951,251.36,248.03,249.98
6669,22/05/1951,251.72,248.49,249.3
6670,23/05/1951,249.79,246.58,247.03
6671,24/05/1951,246.94,241.89,245.78
6672,25/05/1951,247.57,244.84,245.27
6673,26/05/1951,246.11,245.03,245.83
6674,28/05/1951,248.2,245.6,247.03
6675,29/05/1951,249.52,246.43,248.44
6676,31/05/1951,251.68,248.32,249.65
6677,01/06/1951,250.15,247.85,249.33
6678,04/06/1951,249.14,246.11,246.79
6679,05/06/1951,248.15,244.91,247.59
6680,06/06/1951,250.73,247.66,249.64
6681,07/06/1951,251.73,249.24,250.81
6682,08/06/1951,251.27,249.19,250.39
6683,11/06/1951,252.77,249.76,251.56
6684,12/06/1951,252.64,249.75,250.57
6685,13/06/1951,251.35,248.73,250.03
6686,14/06/1951,253.11,250.21,252.46
6687,15/06/1951,255.05,252.26,254.03
6688,18/06/1951,255.23,252.55,253.8
6689,19/06/1951,254.54,251.7,253.53
6690,20/06/1951,254.47,251.41,251.86
6691,21/06/1951,251.57,249.2,250.43
6692,22/06/1951,250.21,246.66,247.86
6693,25/06/1951,245.99,241.84,245.3
6694,26/06/1951,247.44,244.29,246.28
6695,27/06/1951,247.98,244.9,246.84
6696,28/06/1951,247.22,242.57,244.0
6697,29/06/1951,244.36,240.72,242.64
6698,02/07/1951,244.92,241.06,243.98
6699,03/07/1951,246.77,244.07,245.92
6700,05/07/1951,250.9,247.01,250.27
6701,06/07/1951,251.3,248.78,250.01
6702,09/07/1951,252.1,249.2,250.65
6703,10/07/1951,251.41,249.09,250.0
6704,11/07/1951,251.75,249.31,250.97
6705,12/07/1951,253.11,250.7,252.59
6706,13/07/1951,255.36,252.39,254.32
6707,16/07/1951,254.98,251.72,252.31
6708,17/07/1951,254.18,251.05,253.89
6709,18/07/1951,255.18,252.84,253.67
6710,19/07/1951,254.56,252.24,253.75
6711,20/07/1951,255.48,252.78,253.73
6712,23/07/1951,256.35,253.44,255.68
6713,24/07/1951,259.4,255.36,258.94
6714,25/07/1951,260.79,257.33,258.11
6715,26/07/1951,259.94,256.46,259.09
6716,27/07/1951,259.87,256.92,259.23
6717,30/07/1951,262.21,258.89,260.7
6718,31/07/1951,260.3,256.64,257.86
6719,01/08/1951,260.72,256.81,259.89
6720,02/08/1951,264.05,260.05,262.89
6721,03/08/1951,264.78,261.25,262.98
6722,06/08/1951,265.72,261.88,265.21
6723,07/08/1951,266.52,263.85,264.94
6724,08/08/1951,265.52,262.24,263.73
6725,09/08/1951,264.43,261.77,262.69
6726,10/08/1951,263.26,260.67,261.92
6727,13/08/1951,264.76,261.26,263.06
6728,14/08/1951,263.98,261.57,262.88
6729,15/08/1951,264.72,262.04,264.27
6730,16/08/1951,266.63,263.78,265.48
6731,17/08/1951,267.44,264.54,266.17
6732,20/08/1951,267.42,264.98,266.19
6733,21/08/1951,267.66,264.47,265.3
6734,22/08/1951,265.56,262.8,264.07
6735,23/08/1951,266.26,262.89,265.65
6736,24/08/1951,267.53,264.94,266.3
6737,27/08/1951,267.06,264.54,265.59
6738,28/08/1951,266.81,264.42,265.56
6739,29/08/1951,268.62,265.39,268.18
6740,30/08/1951,270.68,267.98,269.94
6741,31/08/1951,271.64,268.58,270.25
6742,04/09/1951,272.28,269.49,270.63
6743,05/09/1951,273.11,270.25,272.48
6744,06/09/1951,273.98,271.23,272.28
6745,07/09/1951,274.54,271.53,273.89
6746,10/09/1951,276.63,273.62,275.25
6747,11/09/1951,276.24,272.63,273.88
6748,12/09/1951,276.56,273.32,275.31
6749,13/09/1951,277.15,274.34,276.37
6750,14/09/1951,277.51,274.01,276.06
6751,17/09/1951,277.12,274.12,275.09
6752,18/09/1951,275.63,271.91,274.38
6753,19/09/1951,276.09,273.08,274.27
6754,20/09/1951,276.02,272.58,274.1
6755,21/09/1951,274.1,270.21,272.11
6756,24/09/1951,271.83,269.08,270.77
6757,25/09/1951,273.51,270.05,272.24
6758,26/09/1951,273.67,270.88,272.24
6759,27/09/1951,272.93,269.77,271.31
6760,28/09/1951,272.24,269.66,271.16
6761,01/10/1951,273.25,270.23,272.56
6762,02/10/1951,275.42,272.13,274.34
6763,03/10/1951,277.3,274.29,275.87
6764,04/10/1951,276.93,274.49,275.35
6765,05/10/1951,277.02,274.21,275.63
6766,06/10/1951,276.06,275.22,275.53
6767,08/10/1951,276.59,274.23,275.14
6768,09/10/1951,275.26,272.65,273.38
6769,10/10/1951,274.47,271.46,272.76
6770,11/10/1951,274.68,271.8,274.1
6771,13/10/1951,275.37,274.03,275.13
6772,15/10/1951,276.93,274.25,275.74
6773,16/10/1951,276.02,272.5,274.4
6774,17/10/1951,275.24,272.86,273.53
6775,18/10/1951,274.75,272.22,273.51
6776,19/10/1951,274.1,269.23,269.68
6777,20/10/1951,268.93,267.0,267.42
6778,22/10/1951,265.9,259.46,262.29
6779,23/10/1951,264.8,259.76,263.5
6780,24/10/1951,266.79,263.22,264.95
6781,25/10/1951,266.2,262.66,264.17
6782,26/10/1951,264.26,260.08,262.27
6783,27/10/1951,261.34,257.73,258.53
6784,29/10/1951,261.12,256.39,260.43
6785,30/10/1951,263.46,259.69,260.52
6786,31/10/1951,263.15,258.44,262.35
6787,01/11/1951,265.82,261.86,264.06
6788,02/11/1951,264.37,261.01,261.94
6789,03/11/1951,260.91,258.85,259.57
6790,05/11/1951,262.1,258.59,259.76
6791,07/11/1951,260.37,256.58,257.14
6792,08/11/1951,258.35,254.91,257.14
6793,09/11/1951,261.21,257.81,259.91
6794,10/11/1951,261.47,260.17,261.29
6795,13/11/1951,262.18,259.39,260.41
6796,14/11/1951,262.01,259.85,261.27
6797,15/11/1951,262.29,260.32,260.91
6798,16/11/1951,261.06,259.0,260.39
6799,17/11/1951,261.06,260.21,260.82
6800,19/11/1951,261.36,258.77,259.7
6801,20/11/1951,260.04,257.57,259.3
6802,21/11/1951,260.15,258.16,258.72
6803,23/11/1951,258.89,255.93,256.95
6804,24/11/1951,256.6,255.54,255.95
6805,26/11/1951,258.38,255.2,257.44
6806,27/11/1951,260.36,257.47,259.46
6807,28/11/1951,260.43,258.12,258.64
6808,29/11/1951,259.93,257.29,258.96
6809,30/11/1951,261.92,258.68,261.27
6810,01/12/1951,262.72,261.62,262.29
6811,03/12/1951,264.77,261.73,263.24
6812,04/12/1951,265.19,262.48,264.29
6813,05/12/1951,265.21,262.71,263.72
6814,06/12/1951,266.9,263.85,266.23
6815,07/12/1951,268.95,265.96,266.99
6816,08/12/1951,267.24,266.3,266.9
6817,10/12/1951,268.45,266.07,267.38
6818,11/12/1951,267.68,265.14,265.77
6819,12/12/1951,267.24,264.33,266.09
6820,13/12/1951,266.92,264.56,265.81
6821,14/12/1951,267.07,264.6,265.71
6822,15/12/1951,265.96,265.1,265.48
6823,17/12/1951,266.71,264.5,265.79
6824,18/12/1951,267.45,265.14,266.61
6825,19/12/1951,268.93,265.92,267.61
6826,20/12/1951,268.91,266.42,267.45
6827,21/12/1951,267.78,265.37,266.34
6828,22/12/1951,266.63,265.54,265.94
6829,24/12/1951,266.69,264.91,265.79
6830,26/12/1951,266.67,263.26,264.06
6831,27/12/1951,267.26,263.85,266.74
6832,28/12/1951,269.02,266.3,268.18
6833,29/12/1951,268.91,267.95,268.52
6834,31/12/1951,270.0,267.84,269.23
6835,02/01/1952,271.01,268.24,269.86
6836,03/01/1952,271.28,268.58,270.38
6837,04/01/1952,271.95,269.73,271.03
6838,05/01/1952,271.57,270.71,271.26
6839,07/01/1952,272.6,269.94,270.34
6840,08/01/1952,270.98,268.14,268.66
6841,09/01/1952,270.04,266.34,268.08
6842,10/01/1952,271.09,268.14,269.46
6843,11/01/1952,271.2,268.74,270.31
6844,12/01/1952,271.15,269.88,270.73
6845,14/01/1952,272.7,270.36,271.59
6846,15/01/1952,272.09,269.44,270.46
6847,16/01/1952,272.28,269.27,271.13
6848,17/01/1952,273.0,270.53,271.91
6849,18/01/1952,273.69,271.03,272.1
6850,19/01/1952,273.25,271.7,272.93
6851,21/01/1952,274.55,272.32,274.1
6852,22/01/1952,276.26,273.58,275.4
6853,23/01/1952,275.95,273.44,274.27
6854,24/01/1952,275.19,272.68,273.9
6855,25/01/1952,275.07,272.43,273.41
6856,26/01/1952,274.15,273.16,273.69
6857,28/01/1952,275.13,273.0,274.17
6858,29/01/1952,275.44,272.91,274.0
6859,30/01/1952,275.38,270.53,270.71
6860,31/01/1952,272.18,268.05,270.69
6861,01/02/1952,272.91,269.94,271.68
